id,title,old_category,old_unit,new_category,new_unit,bucket,confidence,reason
"422c5f2b-75dd-4369-8968-8fe4794b20d6","FSGS & HIV Nephropathy: Causes, Symptoms, Diagnosis & Prognosis","Year 3: Male Reproductive and Urinary System Pathology","","Year 3: General & Systemic Pathology","Male Reproductive and Urinary System Pathology","","high","Clean label match: raw suffix ""Male Reproductive and Urinary System Pathology"" maps directly to taxonomy"
"324543fa-1375-425f-9a6d-9b55f0cf6a2b","Endocrine & Renal Pathology","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","medium","Multi-topic: covers Adrenal/Cushing/Conn/Phaeo/Diabetes/Parathyroid/Porphyrias (Endocrine, ~14.9k chars, dominant), Renal function/AKI/CKD/Calculi (~4.6k), and Lung Tumours/Transplant (~3.3k). Endocrine dominant by volume."
"54d3293c-53b6-402f-9f93-506be2299bfb","Looking back at the document, I need to check if I've covered all questions. Let me verify:","Year 3: General Pathology","","","","junk","high","Broken/placeholder note: title is a leftover AI meta-comment (""Looking back at the document, I need to check if I've covered all questions..."") and content is only 89 characters of AI self-talk with no real teaching content whatsoever"
"c8e226cc-5193-4730-b7f2-70c962bd771e","Master Bone & Soft Tissue Pathology: CAT 2 MCQs & Answers","Year 3: Bone and Soft Tissue Pathology","Bone and Soft Tissue Pathology","Year 3: General & Systemic Pathology","Bone and Soft Tissue Pathology","","high","Clean label match: raw suffix ""Bone and Soft Tissue Pathology"" maps directly to taxonomy"
"ea588569-cc68-464d-affd-73ab3a131161","Female Reproductive Pathology: HPV, Cancer, PCOS & Pregnancy","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Female Reproductive System Pathology","","high","Category is ""General Pathology"" but title (""Female Reproductive Pathology: HPV, Cancer, PCOS & Pregnancy"") is Female Reproductive System Pathology - reclassified"
"12d71bf7-98e0-40ba-9a80-92519ec7512f","Endocrine and Metabolic Pathology Course Outline and References","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","low","Note is essentially just a references/bibliography list (recommended textbooks) with no actual teaching content - very thin, kept under Endocrine and Metabolic Pathology as on-topic course material."
"779250a3-b0a5-4004-95b2-9172cc013f2f","Blood Grouping and Blood Typing","Year 3: Blood Transfusion","","Year 3: Hematology and Blood Transfusion","Blood Transfusion","","high","Clean label match: raw suffix ""Blood Transfusion"" maps directly to taxonomy"
"e6c5eaa9-acdc-4047-9e77-cbc586ef08b9","LECTURE 4: Thyroid Hormones","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Clean label match: raw suffix ""Endocrine and Metabolic Pathology"" maps directly to taxonomy"
"92f2b0f9-99a7-4349-8663-f04bc4951229","Bone & Soft Tissue Tumour Pathology: Must-Know Diagnoses","Year 3: Bone and Soft Tissue Pathology","Bone and Soft Tissue Pathology","Year 3: General & Systemic Pathology","Bone and Soft Tissue Pathology","","high","Clean label match: raw suffix ""Bone and Soft Tissue Pathology"" maps directly to taxonomy"
"f3438bd8-43df-452e-9109-36223fa1f2f2","Respiratory System Pathology 1A","Year 3: Respiratory System Pathology","","Year 3: General & Systemic Pathology","Respiratory System Pathology","","high","Clean label match: raw suffix ""Respiratory System Pathology"" maps directly to taxonomy"
"a95a31da-273f-4718-a9c3-3ebc7d8ac64d","Lung Pathology — Must-Know","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Respiratory System Pathology","","high","Category is ""General Pathology"" but title (""Lung Pathology — Must-Know"") is Respiratory System Pathology - reclassified"
"58ec9e18-54ef-42e3-a0da-500fa9bc95d9","Essential Cardiovascular Pathology: Atherosclerosis to Endoc","Year 3: EXAM: General & Systemic Pathology","EXAM: General & Systemic Pathology","Year 3: General & Systemic Pathology","Respiratory System Pathology","","medium","Multi-topic, near-even 3-way split: Cardiovascular Pathology (~4.4k chars), Respiratory Pathology (~5.2k, largest), GI/Hepatobiliary Pathology (~4.9k). Respiratory slightly dominant by volume though title leads with ""Cardiovascular""."
"2e0c9564-762b-4369-a0fe-3139660d9c83","Endocrine & Renal Pathology — Must Know Notes","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","medium","Multi-topic (same structure as ""Endocrine & Renal Pathology""): Adrenal/Cushing/Conn/Phaeo/Diabetes/Parathyroid/Porphyrias (Endocrine, ~10.4k chars, dominant) + Renal (~5.4k) + Lung Tumours/Transplant (~3.7k). Endocrine dominant by volume."
"630499ad-3a4c-4052-a6a6-2cf936b454c0","Pathology by Dr. Irungu","Year 3: Dr. Irungu 2026","Dr. Irungu 2026","Year 3: General & Systemic Pathology","Oncopathology","","high","Override #1: title is lecturer name only (""Pathology by Dr. Irungu"") -> Oncopathology per site owner confirmation"
"e9981bb9-6fe6-492d-b5f1-dd73553fac9a","Department Of Pathology","Year 3: General Pathology","","","","reference","medium","Pure administrative/course-outline document (Department vision/mission, course purpose, quality objectives for the Chemical Pathology course unit MBPA 3600) - no actual teaching content. Not a real course-content article; bucketed as reference alongside Exam Timetable documents."
"13eb910f-247b-422f-810a-8dc6b04333c8","White Cell Disorders — Must-Know Notes","Year 3: Hematopathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Hematopathology"" maps directly to taxonomy"
"43093875-63a2-4e93-9217-af5d525d29f3","Hematologic Malignancies and Bleeding Disorders","Year 3: Hematopathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Hematopathology"" maps directly to taxonomy"
"d6381565-892e-40c3-8cde-093f6542df0d","Blood Transfusion Medicine: An Exam-Focused Review","Year 3: Blood Transfusion","","Year 3: Hematology and Blood Transfusion","Blood Transfusion","","high","Clean label match: raw suffix ""Blood Transfusion"" maps directly to taxonomy"
"cde01fca-fec6-49de-9b4e-7726a4d38e7b","MALE REPRODUCTIVE SYSTEM PATHOLOGY","Year 3: Male Reproductive and Urinary System Pathology","","Year 3: General & Systemic Pathology","Male Reproductive and Urinary System Pathology","","high","Clean label match: raw suffix ""Male Reproductive and Urinary System Pathology"" maps directly to taxonomy"
"bf553699-2614-44ec-a209-80dbfdedcd13","VASCULAR PATHOLOGY — Must-Know Comprehensive Notes","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Cardiovascular System Pathology","","high","Category is ""General Pathology"" but title (""VASCULAR PATHOLOGY — Must-Know Comprehensive Notes"") is Cardiovascular System Pathology - reclassified"
"27f16853-5416-4b75-aca1-ba875ef90076","Liver Tumors: Benign, Primary, and Secondary Malignancies Summary","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Liver Tumors: Benign, Primary, and Secondary Malignancies Summary"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"6928f654-7580-444e-8aa6-ce5c383b45cc","GASTROINTESTINAL PATHOLOGY (Part 2)","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""GASTROINTESTINAL PATHOLOGY (Part 2)"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"d53fea41-7313-464b-b63b-e2393f3f585e","Dr. Irungu Notes","Year 3: Dr. Irungu 2026","Dr. Irungu 2026","Year 3: General & Systemic Pathology","Oncopathology","","high","Override #1: title is lecturer name only (""Dr. Irungu Notes"") -> Oncopathology per site owner confirmation"
"e5fddead-3212-46e0-8726-8cf3344641de","Gastrointestinal Neoplasms: High-Yield Exam Review","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Gastrointestinal Neoplasms: High-Yield Exam Review"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"953933e9-3757-4d65-bc83-b898d01ba82c","Gastropathology Pathology","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Gastropathology Pathology"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"1bb6bd21-a4e2-4115-9962-92dc457b7cac","Tumours of the Gastrointestinal Tract","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Tumours of the Gastrointestinal Tract"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"39b39d64-52b2-40c9-8bf2-d02ef1ba7b5d","Female & Male Genital Pathology: Ulcers, HPV, Endometriosis, Pre-eclampsia","Year 3: Female & Male Patho Essays","Female & Male Patho Essays","Year 3: General & Systemic Pathology","Female Reproductive System Pathology","","medium","Multi-topic: Female Genital System essays (~11k chars incl. repeated cervical Ca essay, ~55%) + Male Reproductive/testicular/prostate essays (~6.5k, ~32%) + Breast Carcinoma essay (~1.5k, ~8%). Female Reproductive dominant by volume."
"66ca2809-8db2-484f-a77a-8865020d5a36","Liver Tumors: Benign and Malignant Overview","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Liver Tumors: Benign and Malignant Overview"") is clearly GI/hepatobiliary - reclassified (systemic mislabeling found across this category)"
"47daa53a-f9b3-4a73-a34d-186b4f8fcb1e","Chemical Path, Long Answer and Short Answer","Year 3: Chemical Pathology","","Year 3: Chemical Pathology","Chemical Pathology","","high","Clean label match: raw suffix ""Chemical Pathology"" maps directly to taxonomy"
"8f6e9f23-1e3c-4e2a-b49e-d4fb01bfa3a9","Chemical Pathology Sem 1","Year 3: Chemical Pathology","","Year 3: Chemical Pathology","Chemical Pathology","","high","Clean label match: raw suffix ""Chemical Pathology"" maps directly to taxonomy"
"c7befa18-3168-4fa5-b65f-b0739206e4de","Clinical Enzymology and Biomarkers","Year 3: Chemical Pathology","","Year 3: Chemical Pathology","Chemical Pathology","","high","Clean label match: raw suffix ""Chemical Pathology"" maps directly to taxonomy"
"41afcd44-2890-40ac-b716-56da501d2e81","Clinical Anatomy of the Cerebral Cortex","Year 3: Neuropathology","","Year 3: General & Systemic Pathology","Neuropathology","","high","Clean label match: raw suffix ""Neuropathology"" maps directly to taxonomy"
"63f95076-bb93-47b5-ae30-5492a1a59363","Congenital Hydrocephalus: Prenatal Diagnosis and Surgical Interventions","Year 3: Neuropathology","","Year 3: General & Systemic Pathology","Neuropathology","","high","Clean label match: raw suffix ""Neuropathology"" maps directly to taxonomy"
"f15a1c6c-6b26-41ef-baae-044b27623061","Prefrontal Association Areas","Year 3: Neuropathology","","Year 3: General & Systemic Pathology","Neuropathology","","high","Clean label match: raw suffix ""Neuropathology"" maps directly to taxonomy"
"6cd8fd6c-ddc3-4cba-a3cb-da6636b09c08","Ovarian & Colorectal Cancer: Risks, Pathogenesis, Staging","Year 3: List year 3 Rev","List year 3 Rev","Year 3: General & Systemic Pathology","Gastrointestinal Pathology","","low","Extremely multi-topic: 20 essay questions (Q37-Q56) spanning GI (Colorectal/PUD/Gastritis/Oesophageal-Gastric Ca/Gallstones, ~6.8k, largest), Female Reproductive/PCOS (~5.0k), Endocrine/Diabetes/Cushing (~4.5k), Respiratory/Lung Ca/TB/ARDS (~4.5k), Neuropathology/Stroke/Dementia (~3.2k), Renal/AKI-CKD (~3.2k), Hematopathology/Lymphoma-Leukemia (~3.1k). Picked GI as dominant by volume but this needs manual splitting into ~7 separate notes."
"ba67f4bc-480e-40d1-90dc-f91bc27d0cfb","Chest X-ray Interpretation Guide: ABCDE Approach for Medical Students","Year 3: Community Health","","Year 3: Clinical Techniques","Introduction to Clinical Techniques","","high","Category is ""Community Health"" but title (""Chest X-ray Interpretation Guide: ABCDE Approach for Medical Students"") is a clinical/radiology skill, not community health - reclassified"
"9a4e4df0-e574-4340-b0bd-1d6a06a6d16d","Heart Disease — Must Knows","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Cardiovascular System Pathology","","high","Category is ""General Pathology"" but title (""Heart Disease — Must Knows"") is Cardiovascular System Pathology - reclassified (duplicate of 86d65f5d)"
"91cfce23-4b62-4897-8203-dc421ee21d3f","Molecular Basis of Cancer: Cell Cycle, Apoptosis & Angiogenesis","Year 3: Dr. Irungu SEM 1 CRASH COURSE","","Year 3: General & Systemic Pathology","Oncopathology","","high","Content is Molecular Basis of Cancer/Cell Cycle/Apoptosis/Angiogenesis - clear Oncopathology; title is not lecturer-name so override #1 does not strictly apply but content independently confirms Oncopathology"
"4f9386c9-9fe1-411b-8a70-f423ce1433fb","📚 MEDICAL VIROLOGY & MYCOLOGY — MCQ BANK","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Mycology","","high","Title says ""Medical Virology & Mycology — MCQ Bank"" but content is 100% Mycology (0 viral keyword mentions, 150 fungal mentions; only ""SECTION 1: MYCOLOGY"" header present, no virology section) - reclassified"
"820d195d-b1ed-4003-8a2c-f74e55643dcc","Medical Vectors: Ticks, Trypanosomiasis, Leishmaniasis & More","Year 3: Parasitology","Parasitology","Year 3: Medical Microbiology and Parasitology","Parasitology","","high","Clean label match: raw suffix ""Parasitology"" maps directly to taxonomy"
"1bdcb672-529f-4edf-afef-f655e4c0ec70","Genetic Disorders Pathology Crash Course: Exam Revision Notes","Year 3: Dr. Irungu SEM 1 CRASH COURSE","","Year 3: General & Systemic Pathology","Genetic Disorders","","low","Multi-topic, picked dominant: Genetic Disorders. Doc covers Section One: Genetic Disorders (~10.8k chars) + Section Two: Neoplasia & Oncology (~5.5k) + Section Three: mixed genetics/cancer biology (~12.9k, roughly half each). Genetics slightly larger overall (~17.3k vs ~12k oncology) and title leads with ""Genetic Disorders"" - also covers substantial Oncopathology content, review for possible split"
"faf53085-1ae7-4526-9268-f43da86d418d","Cranial Nerves, Eye Exam & Vital Signs: MBChB Clinical Revision","Year 3: Introduction to Clinical Techniques","","Year 3: Clinical Techniques","Introduction to Clinical Techniques","","high","Clean label match: raw suffix ""Introduction to Clinical Techniques"" maps directly to taxonomy"
"dd5e2517-1aea-42a5-aeaa-a87fefd0abb5","Male Reproductive & Urinary Tract Pathology MCQs | MKU Year 3 Medicine","Year 3: Male Reproductive and Urinary System Pathology","","Year 3: General & Systemic Pathology","Male Reproductive and Urinary System Pathology","","high","Clean label match: raw suffix ""Male Reproductive and Urinary System Pathology"" maps directly to taxonomy"
"dd5ddfef-9f38-4cc4-a902-c0106e8eade9","Mycology Revision: Fungal Infections, Histoplasmosis & Cryptococcosis","Year 3: Medical Mycology","","Year 3: Medical Microbiology and Parasitology","Medical Mycology","","high","Clean label match: raw suffix ""Medical Mycology"" maps directly to taxonomy"
"b18ab108-fb14-4104-ae1a-1f4d43587b50","Cat. Pathology: Acute Inflammation, Mediators & Pulmonary Embolism","Year 3: Introduction to Pathology","","Year 3: General & Systemic Pathology","General Pathology","","high","Clean label match: raw suffix ""Introduction to Pathology"" maps directly to taxonomy"
"9788f43d-af8c-4129-9aa2-830d355700d9","Exam Prep: Skin Infections, Psoriasis & Pemphigus","Year 3: Dr. Irungu Sem 3 Rev.","","Year 3: General & Systemic Pathology","Dermatopathology","","high","Content is entirely skin pathology (infectious dermatoses, psoriasis, pemphigus) - clear Dermatopathology; title is not lecturer-name-only so override #1 does not apply, classified by content per override #3 methodology"
"008016d2-1005-4583-a061-a163f9833d4b","Streptococcus Classification, S. pyogenes, Rheumatic Fever, AGN","Year 3: Bacteriology Exam","Bacteriology Exam","Year 3: Medical Microbiology and Parasitology","Bacteriology","","high","Clean label match: raw suffix ""Bacteriology Exam"" maps directly to taxonomy"
"370992f8-1b16-402c-9049-2ae71ba57e1c","Chemical Pathology MCQs: Clinical Chemistry, Endocrine & Renal","Year 3: Chemical Pathology","","Year 3: Chemical Pathology","Chemical Pathology","","high","Clean label match: raw suffix ""Chemical Pathology"" maps directly to taxonomy"
"cbdf513e-1dd7-4e90-840e-2bc27aaee18f","Year 3: Haematology and Blood Transfusion Pathology","Year 3: Haematology and Blood Transfusion Pathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Haematology and Blood Transfusion Pathology"" maps directly to taxonomy"
"9233b281-513d-4f0e-994f-ee9c43aa6103","Medical Bacteriology MCQs: Review Strep, TB, Anthrax & More","Year 3: Bacteriology","Bacteriology","Year 3: Medical Microbiology and Parasitology","Bacteriology","","high","Clean label match: raw suffix ""Bacteriology"" maps directly to taxonomy"
"53e948b2-60ac-45fe-b1d3-573b242a19b0","Haematology Exam 2025: MCQs on Anaemia, Leukaemia & Clotting","Year 3 : Hematopathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Hematopathology"" maps directly to taxonomy"
"aea2eaae-da5e-4c96-9090-161aa98177c7","Medical Entomology & Parasitology Quiz Q&A","Year 3: Parasitology","Parasitology","Year 3: Medical Microbiology and Parasitology","Parasitology","","high","Clean label match: raw suffix ""Parasitology"" maps directly to taxonomy"
"cdb4d91d-c68d-4a3e-942d-dd7c944dc880","Hematology & Blood Transfusion Pathology: MDS, Stem Cell Transplant","Year 3: Haematology and Blood Transfusion Pathology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Clean label match: raw suffix ""Haematology and Blood Transfusion Pathology"" maps directly to taxonomy"
"706fa39f-ff3c-4c39-95fa-256c6c217451","Pathology Spot Exam Revision: Lymphoma, Adenoma, Appendicitis, FISH","Year 3: Spot/Practical Examination","","Year 3: Clinical Techniques","Spot/Practical Examination","","high","Clean label match: raw suffix ""Spot/Practical Examination"" maps directly to taxonomy"
"2eeef818-c0aa-45c1-a985-d8c3a1c3975a","Medical Virology Exam Notes: Pathogenesis, HSV, CMV, Hepatitis, Flu","Year 3: Must Know Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Content confirmed Medical Virology (pathogenesis, HSV, CMV, Hepatitis, Flu)"
"00babf2a-e3cb-4dd5-a239-0bf710c6db0f","Bone & Joint Pathology: Basic Structure, Cells, and Fractures","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Bone and Soft Tissue Pathology","","high","Clean label match: raw suffix ""Bone and Soft Tissue Pathology"" maps directly to taxonomy"
"554de000-23c7-42c3-a99e-b475cce2e505","EXAM NOTES: VIROLOGY YR3","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"d208bf62-aa26-4668-bd60-384fd855c51e","EXAM: Influenza, Viral Receptors & Spikes, Interferons, and Viral Pathogenesis","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"57cedf32-6e21-4df0-a6ae-2d3c81b6e0f0","EXAM: Basic Virology, Viral Replication, Prions & Slow Viruses, Poxviruses & VZV","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"115ab96f-61ee-454c-8ea7-a2518f0578f6","EXAM: Spot/Practical Examination","Year 3: Spot/Practical Examination","","Year 3: Clinical Techniques","Spot/Practical Examination","","high","Clean label match: raw suffix ""Spot/Practical Examination"" maps directly to taxonomy"
"48c72126-7f3a-447e-9b9a-7631632d78c5","Haematology Revision: Haematopoiesis, Anaemia & IDA Guide","Year 3: Exam Hematology","","Year 3: Hematology and Blood Transfusion","Hematopathology","","high","Content confirmed: Haematopoiesis, Anaemia & IDA (Topics 1-5)"
"32d6141b-af76-42cf-b8bc-30e1f095ea36","","Year 3: General","","Year 3: Hematology and Blood Transfusion","Blood Transfusion","","high","Empty title field + leftover AI continuation preamble (""Got it. Continuing exactly from where I was cut off."") at start of content, but actual substance is high-quality, unambiguous, extensive Blood Transfusion Medicine content (ABO/Rh systems, compatibility testing, transfusion reactions) - ""HAEMATOLOGY AND BLOOD TRANSFUSION NOTE 2"". Kept as real content (not junk) despite missing title; recommend site owner add a title."
"7875deff-6c18-4eaf-b532-dac472317493","TAKE HOME CAT 1&amp;2.","Year 3: Basic Pharmacology II","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology II"" maps directly to taxonomy"
"8e304d73-61e0-4016-a340-41bbcceb8b85","Essential Medical Virology: Structure, Classification & Replication","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"ee837240-29c1-4326-bd96-9044973fd0d9","KIDNEY FUNCTION TESTS &amp; GASTRIC FUNCTION","Year 3: Endocrine and Metabolic Pathology","","Year 3: Chemical Pathology","Clinical Chemistry","","high","Category says Endocrine but real text content (after stripping ~1.07MB of embedded base64 image data) is ""Kidney Function Tests & Gastric Function"" - renal/glomerular/tubular function physiology and lab tests - clearly Clinical Chemistry, not endocrine gland disease. Reclassified."
"f39e50af-cef9-45fa-bc4a-3bc6f274b1b0","Neuropathology: CNS Neuronal & Astrocyte Injury Reactions","Year 3: Bone and Soft Tissue Pathology","","Year 3: General & Systemic Pathology","Neuropathology","","high","Category is ""Bone and Soft Tissue Pathology"" but title/content (""Neuropathology: CNS Neuronal & Astrocyte Injury Reactions"") is clearly CNS/Neuropathology - reclassified (systemic mislabeling found across this category)"
"2bf2b760-1f7b-4ceb-9706-2d48021afc61","Neuroanatomy and Brain Metabolism","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Neuropathology","","medium","Category says Endocrine (likely due to ""Metabolism"" keyword) but content is Neuroanatomy (brain lobes, blood supply, brain glucose/ketone metabolism) - closest topical fit is Neuropathology, though this is foundational anatomy/physiology rather than disease pathology per se. Reclassified."
"debe9cfe-b489-4acb-900c-93a1aca541c7","LECTURE 1: Principles of Endocrinology","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Content confirmed: ""LECTURE 1: Principles of Endocrinology"" - matches category (real text ~20k chars after stripping embedded base64 images)"
"2b6584eb-2323-4db3-990f-85138828a1cc","Pharmacology Cheat Code","Year 3:  Pharmacology","Pharmacology","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Pharmacology"" maps directly to taxonomy"
"f18fa6cb-76d8-4403-812f-88213fb76ffa","CRUSH COURSE YEAR 3 SEM 1 WORK (Part 1) ","Year 3: Clinical Chemistry","","Year 3: Chemical Pathology","Clinical Chemistry","","medium","Multi-topic compilation (""3 Sections covering full 565-page document""): Clinical Chemistry fundamentals/panels/specimen-handling/plasma-proteins/enzymes/acid-base/lipids/QC (~12.4k chars, ~57%), Histopathology & Cytopathology/tissue-fixation/cytology-technique (~8.1k, ~37%), Nutrition & Dietetics/vitamins-malnutrition (~1.0k, ~5%). Clinical Chemistry dominant by volume, matches original label."
"791a83e4-6bdb-417d-87e0-774990888a3f","Obesity Types, Causes and Treatments","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Content confirmed: Obesity Types/Causes/Treatments - endocrine/metabolic topic, matches category (real text ~10.4k chars after stripping embedded base64 images)"
"1ee06374-eb71-4c97-b3fe-daf776e61251","Medical Virology: Hepatitis, Viral Carcinogenesis & Oncogenic Viruses","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"863ee0f6-6bff-4265-9377-8545da87c2e4","Review Questions","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Content confirmed: Thyroid hormone synthesis Q&A - matches category (real text only ~5.2k chars after stripping ~1.09MB of embedded base64 image data)"
"aa80da6c-f516-42b2-a9e2-196682594bc8","Oncopathology And Genetic Disorders End Sem Cat","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Genetic Disorders","","medium","Multi-topic: ""SECTION A: Oncopathology"" (grading/staging, ~4.8k chars) + ""SECTION B: Genetic Disorders"" (Mendelian inheritance patterns, ~8.4k chars). Genetic Disorders section is larger by volume."
"7f8d6102-fe3f-4752-a226-6b1370420b35","VASCULAR PATHOLOGY — Must-Know Notes","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Cardiovascular System Pathology","","high","Category is ""General Pathology"" but title (""VASCULAR PATHOLOGY — Must-Know Notes"") is Cardiovascular System Pathology - reclassified (duplicate of bf553699)"
"4b5f904e-ea92-4732-b3e5-dd1f589db48f","COMPREHENSIVE BASIC PHARMACOLOGY - 120 CHALLENGING MCQs","Year 3: Basic Pharmacology III","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology III"" maps directly to taxonomy"
"96eb9450-a0e7-401d-b5ec-dbf8d0b17d42","Basic Pharmacology - Study Guide","Year 3: Basic Pharmacology III","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology III"" maps directly to taxonomy"
"fa8ac930-6e96-4732-9167-77c21ac6eba7","ONCOPATHOLOGY - 30 KEY SHORT ANSWER QUESTIONS Hallmarks 1,2 &amp; 3","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Oncopathology","","high","Category is ""General Pathology"" but title (""ONCOPATHOLOGY - 30 KEY SHORT ANSWER QUESTIONS Hallmarks"") is Oncopathology - reclassified"
"3caafd28-a84d-4495-9281-32d9acda913d","","Year 3: Male Reproductive and Urinary System Pathology","","Year 3: General & Systemic Pathology","Male Reproductive and Urinary System Pathology","","high","Empty title field but content matches the ""Penile & Testicular Pathologies"" male reproductive overview - legitimate content, category label correct, just missing a title"
"596613ad-c9dd-465b-a916-36a9ad9ab9d3","VIROLOGY SEM 3 CRASHED","Year 3: Medical Virology","","Year 3: Medical Microbiology and Parasitology","Medical Virology","","high","Clean label match: raw suffix ""Medical Virology"" maps directly to taxonomy"
"7220b242-bdb5-4bb9-965b-81fdcbf7a481","ONCOPATHOLOGY - MCQs WITH EXPLANATIONS","Year 3: General Pathology","","Year 3: General & Systemic Pathology","Oncopathology","","high","Category is ""General Pathology"" but title (""ONCOPATHOLOGY - MCQs WITH EXPLANATIONS"") is Oncopathology - reclassified"
"a26c5e3e-79eb-475e-9910-58b207a5413d","Biochemical Endocrinology, MBMB2234: Neurochemistry","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","medium","Content is ""Biochemical Endocrinology, MBMB2234: Neurochemistry"" exam paper (Medical Biochemistry II, unit code MBMB2200) - genuinely about hormone biochemistry, fits Endocrine and Metabolic Pathology topically despite being from a different course code; kept as on-topic match."
"069963bb-0d9e-4ce9-a506-ac8c51ccb377","Endocrine and Metabolic Pathology MCQs","Year 3: Endocrine and Metabolic Pathology","","Year 3: General & Systemic Pathology","Endocrine and Metabolic Pathology","","high","Content confirmed Endocrine and Metabolic Pathology MCQs (real text ~17k chars after stripping ~1.4MB of embedded base64 image data)"
"c9534b2e-5343-417b-a269-8f7ada0d44c0","General Pathology Q&amp;A","Year 3: General Pathology","","Year 3: General & Systemic Pathology","General Pathology","","high","Clean label match: raw suffix ""General Pathology"" maps directly to taxonomy"
"901655db-b9ee-4e89-afb9-adefe31d2590","Pharmco Notes","Year 3: Basic Pharmacology II","","Year 3: Basic Pharmacology","Basic Pharmacology","","high","Clean label match: raw suffix ""Basic Pharmacology II"" maps directly to taxonomy"
