id,title,year,course_unit,subunit,old_category
"63f95076-bb93-47b5-ae30-5492a1a59363","Congenital Hydrocephalus: Prenatal Diagnosis and Surgical Interventions","3","General & Systemic Pathology","Neuropathology","Year 3: Neuropathology"
"f15a1c6c-6b26-41ef-baae-044b27623061","Prefrontal Association Areas","3","General & Systemic Pathology","Neuropathology","Year 3: Neuropathology"
"1a6757cb-b228-413e-8c77-be6fdd64f2ad","Limbic System and Hypothalamus Examination","1","Human Anatomy I","Anatomy","Year 1: Anatomy"
"ba67f4bc-480e-40d1-90dc-f91bc27d0cfb","Chest X-ray Interpretation Guide: ABCDE Approach for Medical Students","3","Community Health","Community Health","Year 3: Community Health"
"9a4e4df0-e574-4340-b0bd-1d6a06a6d16d","Heart Disease — Must Knows","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"4f9386c9-9fe1-411b-8a70-f423ce1433fb","📚 MEDICAL VIROLOGY & MYCOLOGY — MCQ BANK","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"820d195d-b1ed-4003-8a2c-f74e55643dcc","Medical Vectors: Ticks, Trypanosomiasis, Leishmaniasis & More","3","Medical Microbiology and Parasitology","Parasitology","Year 3: Parasitology"
"96b3f03f-7018-4662-9c43-7c1e9b4f2196","Giardia lamblia and Giardiasis","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"faf53085-1ae7-4526-9268-f43da86d418d","Cranial Nerves, Eye Exam & Vital Signs: MBChB Clinical Revision","3","Clinical Techniques","Clinical Techniques","Year 3: Introduction to Clinical Techniques"
"dceddecf-9d42-4c82-8d83-c0960e641b28","Medical Microbiology Q&A Guide","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"dd5e2517-1aea-42a5-aeaa-a87fefd0abb5","Male Reproductive & Urinary Tract Pathology MCQs | MKU Year 3 Medicine","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"dd5ddfef-9f38-4cc4-a902-c0106e8eade9","Mycology Revision: Fungal Infections, Histoplasmosis & Cryptococcosis","3","Medical Microbiology and Parasitology","Medical Mycology","Year 3: Medical Mycology"
"b18ab108-fb14-4104-ae1a-1f4d43587b50","Cat. Pathology: Acute Inflammation, Mediators & Pulmonary Embolism","3","General & Systemic Pathology","General Pathology","Year 3: Introduction to Pathology"
"008016d2-1005-4583-a061-a163f9833d4b","Streptococcus Classification, S. pyogenes, Rheumatic Fever, AGN","3","Medical Microbiology and Parasitology","Bacteriology","Year 3: Bacteriology Exam"
"370992f8-1b16-402c-9049-2ae71ba57e1c","Chemical Pathology MCQs: Clinical Chemistry, Endocrine & Renal","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"cbdf513e-1dd7-4e90-840e-2bc27aaee18f","Year 3: Haematology and Blood Transfusion Pathology","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Haematology and Blood Transfusion Pathology"
"9233b281-513d-4f0e-994f-ee9c43aa6103","Medical Bacteriology MCQs: Review Strep, TB, Anthrax & More","3","Medical Microbiology and Parasitology","Bacteriology","Year 3: Bacteriology"
"53e948b2-60ac-45fe-b1d3-573b242a19b0","Haematology Exam 2025: MCQs on Anaemia, Leukaemia & Clotting","3","Hematology and Blood Transfusion","Hematopathology","Year 3 : Hematopathology"
"aea2eaae-da5e-4c96-9090-161aa98177c7","Medical Entomology & Parasitology Quiz Q&A","3","Medical Microbiology and Parasitology","Parasitology","Year 3: Parasitology"
"cdb4d91d-c68d-4a3e-942d-dd7c944dc880","Hematology & Blood Transfusion Pathology: MDS, Stem Cell Transplant","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Haematology and Blood Transfusion Pathology"
"706fa39f-ff3c-4c39-95fa-256c6c217451","Pathology Spot Exam Revision: Lymphoma, Adenoma, Appendicitis, FISH","3","Clinical Techniques","Clinical Techniques","Year 3: Spot/Practical Examination"
"2eeef818-c0aa-45c1-a985-d8c3a1c3975a","Medical Virology Exam Notes: Pathogenesis, HSV, CMV, Hepatitis, Flu","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Must Know Virology"
"00babf2a-e3cb-4dd5-a239-0bf710c6db0f","Bone & Joint Pathology: Basic Structure, Cells, and Fractures","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"554de000-23c7-42c3-a99e-b475cce2e505","EXAM NOTES: VIROLOGY YR3","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"d208bf62-aa26-4668-bd60-384fd855c51e","EXAM: Influenza, Viral Receptors & Spikes, Interferons, and Viral Pathogenesis","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"57cedf32-6e21-4df0-a6ae-2d3c81b6e0f0","EXAM: Basic Virology, Viral Replication, Prions & Slow Viruses, Poxviruses & VZV","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"115ab96f-61ee-454c-8ea7-a2518f0578f6","EXAM: Spot/Practical Examination","3","Clinical Techniques","Clinical Techniques","Year 3: Spot/Practical Examination"
"48c72126-7f3a-447e-9b9a-7631632d78c5","Haematology Revision: Haematopoiesis, Anaemia & IDA Guide","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Exam Hematology"
"7875deff-6c18-4eaf-b532-dac472317493","TAKE HOME CAT 1&amp;2.","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology II"
"8e304d73-61e0-4016-a340-41bbcceb8b85","Essential Medical Virology: Structure, Classification & Replication","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"ee837240-29c1-4326-bd96-9044973fd0d9","KIDNEY FUNCTION TESTS &amp; GASTRIC FUNCTION","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"f39e50af-cef9-45fa-bc4a-3bc6f274b1b0","Neuropathology: CNS Neuronal & Astrocyte Injury Reactions","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"2bf2b760-1f7b-4ceb-9706-2d48021afc61","Neuroanatomy and Brain Metabolism","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"debe9cfe-b489-4acb-900c-93a1aca541c7","LECTURE 1: Principles of Endocrinology","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"2b6584eb-2323-4db3-990f-85138828a1cc","Pharmacology Cheat Code","3","Basic Pharmacology","Basic Pharmacology","Year 3:  Pharmacology"
"f18fa6cb-76d8-4403-812f-88213fb76ffa","CRUSH COURSE YEAR 3 SEM 1 WORK (Part 1) ","3","Chemical Pathology","Clinical Chemistry","Year 3: Clinical Chemistry"
"791a83e4-6bdb-417d-87e0-774990888a3f","Obesity Types, Causes and Treatments","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"1ee06374-eb71-4c97-b3fe-daf776e61251","Medical Virology: Hepatitis, Viral Carcinogenesis & Oncogenic Viruses","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"863ee0f6-6bff-4265-9377-8545da87c2e4","Review Questions","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"aa80da6c-f516-42b2-a9e2-196682594bc8","Oncopathology And Genetic Disorders End Sem Cat","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"7f8d6102-fe3f-4752-a226-6b1370420b35","VASCULAR PATHOLOGY — Must-Know Notes","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"279d912d-09ef-4b4b-8a1e-7694ce93918c","MBMP2300: Medical Physiology II - Complete Study Guide","2","Medical Physiology II","Physiology","Year 2: Physiology"
"4b5f904e-ea92-4732-b3e5-dd1f589db48f","COMPREHENSIVE BASIC PHARMACOLOGY - 120 CHALLENGING MCQs","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"96eb9450-a0e7-401d-b5ec-dbf8d0b17d42","Basic Pharmacology - Study Guide","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"fa8ac930-6e96-4732-9167-77c21ac6eba7","ONCOPATHOLOGY - 30 KEY SHORT ANSWER QUESTIONS Hallmarks 1,2 &amp; 3","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"3caafd28-a84d-4495-9281-32d9acda913d","","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"596613ad-c9dd-465b-a916-36a9ad9ab9d3","VIROLOGY SEM 3 CRASHED","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"7220b242-bdb5-4bb9-965b-81fdcbf7a481","ONCOPATHOLOGY - MCQs WITH EXPLANATIONS","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"a26c5e3e-79eb-475e-9910-58b207a5413d","Biochemical Endocrinology, MBMB2234: Neurochemistry","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"069963bb-0d9e-4ce9-a506-ac8c51ccb377","Endocrine and Metabolic Pathology MCQs","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"210d084c-e57f-4059-abf9-4cbc21c59810","GENETIC DISORDERS SAQs EXAMINATION","2","Medical Biochemistry II","Molecular Genetics and Cytogenetics","Year 2: Molecular Genetics and Cytogenetics"
"c9534b2e-5343-417b-a269-8f7ada0d44c0","General Pathology Q&amp;A","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"f0ac75ba-9d89-42d8-86b8-1464ac315794","Medical Bacteriology and Entomology MCQs","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"901655db-b9ee-4e89-afb9-adefe31d2590","Pharmco Notes","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology II"
"9202095d-257c-4276-ae65-56ff1f4cfbbb","Master Pharmacokinetics, Dynamics & Antimicrobial Drugs","3","Basic Pharmacology","Basic Pharmacology","Year 3:  Pharmacology"
"7f7aa944-e1df-4404-ac24-3025558518f9","🫀 VALVULAR HEART DISEASE — ULTRA DEEP NOTES","3","General & Systemic Pathology","Cardiovascular System Pathology","Year 3: Cardiovascular System Pathology"
"16936379-5541-46a7-9138-7089393c06a3","Bnd 3104 Nutrition And Dietetics","3","General & Systemic Pathology","Respiratory System Pathology","Year 3: Respiratory System Pathology"
"e89cc675-7eb8-42c2-b021-241126472bd1","MBPL3621 Introduction to Pharmacology Quiz 1","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"014a15f6-b25b-435c-b9d3-d68946e03f68","Pathology Continuous Assessment July 2021","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"c69a56b6-4e6e-4e81-bf59-cde7fb4e7f34","Endocrine and Metabolic Pathology MCQs: Practice Questions","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"1fdb0622-5e2f-4f88-81d3-9f0abef8d359","Inflammation and Tissue Repair - MCQs","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"8d1a5913-b101-40ed-9a3d-b8a80b3234c1","Medical Bacteriology And Parasitology End Year 2024/2025","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"c2b9c790-26af-41fd-b5c2-01c27380fa81","","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"cb17dd01-18e8-4a33-b4ac-76aeedd53e2c","Pharmacology CRASH Course","3","Basic Pharmacology","Basic Pharmacology","Year 3:  Pharmacology"
"5c815f8a-1046-4fca-bb3c-f5873435d072","Endocrine and Metabolic Pathology MCQs for Medical Students","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"86afc1e0-2a5e-429e-87f2-43bcbf654610","MBChB Clinical Exam: Cranial Nerves, Resp & Abdominal Skills","3","Clinical Techniques","Clinical Techniques","Year 3: Introduction to Clinical Techniques"
"e4f43bee-4fd1-4b33-872e-d4f6e16f0114","Mbchb Cat - Genetics Answer Key MCQs","2","Medical Biochemistry II","Molecular Genetics and Cytogenetics","Year 2: Molecular Genetics and Cytogenetics"
"3d70512a-99bf-4d53-aa1b-b75909bcde60","Cellular Immunology MCQs","2","Immunology","Cellular Immunology","Year 2: Cellular Immunology"
"34a71ca6-075e-4fcb-b8d8-491bc8e04550","Molecular Biology Exam Review MCQs","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"087bd6a6-36f6-48b6-96d5-077cb2844840","Hematopathology MCQs & Essays: MBChB Exam Revision Guide","3","Hematology and Blood Transfusion","Hematopathology","Year 3 : Hematopathology"
"7cd72a72-6794-4fcc-a54a-9b9cf7b36a63","Dr. Orata Haematology MCQs: Past Paper Questions & Answers","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"1badb62d-24d0-45fd-858e-2dbadd531b58","CNS & Abdominal Exam: Clinical Techniques, History & Neurology","3","Clinical Techniques","Clinical Techniques","Year 3: Introduction to Clinical Techniques"
"a07be859-2089-47e0-a864-8201284b32af","Medical Mycology Q&A: Fungal Pathogens, Drugs, & Diseases","3","Medical Microbiology and Parasitology","Medical Mycology","Year 3: Medical Mycology"
"d267894d-7e44-4048-b978-8132818f526c","CVS History & Physical Exam: Symptoms, Chest Pain & Syncope","3","Clinical Techniques","Clinical Techniques","Year 3: Clinical Techniques"
"a69b0ce3-04dd-410e-b67c-aef3375880b9","CNS History Taking & Neurological Exam Guide | Clinical Skills","3","Clinical Techniques","Clinical Techniques","Year 3: Clinical Techniques"
"682c1d25-3d6d-4508-9f72-b7304d27cdec","Complete Nutrition Science: Macronutrients & Health Foundations","3","Nutrition and Dietetics","Nutrition and Dietetics","Year 3: Nutrition & Diuretics Year 3 Notes"
"44fc681f-a206-4dd3-a5ba-22b7b1a38919","Clinical Nutrition & Dietetics: Exam Review & Core Concepts","3","Nutrition and Dietetics","Nutrition and Dietetics","Year 3: Nutrition & Diuretics Year 3 Notes"
"425c7c46-cf0a-4b37-b66b-7bf911b9cdaa","Mastering Community Health: Diagnosis, Indicators & Care Strategies","3","Community Health","Community Health","Year 3: Community Health"
"cd769b67-4dcd-4814-bd15-50ad6c9989dc","Aplastic Anemia: Causes, Symptoms & Treatment | Hematology","3","Hematology and Blood Transfusion","Blood Transfusion","Year 3: Blood Transfusion"
"7c1cc27d-4cbf-4bba-8a0f-32aa9a6e1b2d","Acute Leukaemia (AML/ALL) & WBC Disorders: Hematology Guide","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Exam Hematology"
"a15874d0-3082-4e8e-8783-520e71372e63","Blood Transfusion Guide: ABO, Reactions, Products & Safety","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Exam Hematology"
"f9920be0-1402-4735-947b-057bba1a6181","Balantidium Coli","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"09b36161-b456-49e2-9274-0463a236aecb","High-Yield Clinical Exam Notes: Cranial Nerves, Respiratory, Cardio","3","Clinical Techniques","Clinical Techniques","Year 3: Introduction to Clinical Techniques"
"8544c7a9-8ff7-4418-a282-ddf5f2978c24","CRUSH COURSE (PART 2) Clinical Chem Patho","3","Chemical Pathology","Clinical Chemistry","Year 3: Clinical Chemistry"
"cb640a0a-7fc6-4c0f-bb17-e701fc6d7626","CRASH COURSE PART 3 CHEMICAL PATHO","3","Chemical Pathology","Clinical Chemistry","Year 3: Clinical Chemistry"
"fb705fb9-6dcb-4481-8e87-03d70dd405c0","Introduction To Genetics","2","Medical Biochemistry II","Molecular Genetics and Cytogenetics","Year 2: Molecular Genetics and Cytogenetics"
"4378a4b7-d6b5-4d1a-a7ae-7fac0b70b44c","Mutation and Mutagenesis","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"31749052-13fe-462f-bb99-069f8dd8fbd5","Bactriology Course Outline","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"8ec0ec59-4dc5-4ab6-a0f4-57109bea993b","Liver Histology & Physiology","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"eda8f3b7-b787-474b-9834-1491798d311c","Inhibitors of Transcription","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"d40e6287-f5fb-460b-ae96-542b4237a67b","LEISHMANIA","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"fc988273-1e0b-4604-940f-b0f18e12a1c2","The Heme and Liver","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"05748b6d-f278-4935-a479-120e40fc2f23","Haemoflagellates: Trypanosoma, Leishmania, and Pathogenic Diseases","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"218bbbaa-58ba-4f38-b6fd-5283a7f5648c","Medical Physiology Paper II MCQs","2","Medical Physiology II","Physiology","Year 2: Physiology"
"a11490bc-d00a-42a1-bce7-eea681841a70","Pinworm (Enterobius vermicularis)","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"903d4bba-f2f8-48b5-91d1-7f14926b8b5b","Receptors and Growth Hormone Signaling","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"a0e9803d-b3d4-4430-a432-6d18769009be","Integrated Tissue Metabolism -LAQs and SAQs","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"af45ea86-def6-4bb0-b221-a98fa1b348ac","MBMP2300: Medical Physiology II MCQs","2","Medical Physiology II","Physiology","Year 2: Physiology"
"0b5d9a76-352f-488b-8b09-746dec02561d","Entamoeba histolytica and Amoebiasis: Life Cycle, Pathogenesis, and Treatment","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"74c68d06-4cda-4429-b6b4-a82444456bf3","MBPL3822 Chemotherapy CAT 1 MCQs","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology II"
"c852722f-6f54-413e-b3bd-dc77dcd18cc9","Tertiary Structure of DNA","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"f8641a14-c482-4a5a-8a41-f8a55061701f","Department Of Medical Microbiology & Parasit.. MCQs","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"d03402c0-e9df-444b-b52d-68e87c6c479b","Principles of Medical Microbiology and Parasitology LAQs & SAQs","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"9a8b602a-6407-4f74-b0c3-538d02a9c185","GIT Physiology Exam Questions","2","Medical Physiology II","GIT Physiology","Year 2: GIT Physiology"
"ed7b0cd6-2501-48a3-b8e6-78c709c17bd8","Secretions of the Small Intestine and Their Control","2","Medical Physiology II","GIT Physiology","Year 2: GIT Physiology"
"05af8943-86ae-4ac1-8be9-b6f2b33d76f5","Hypothalamic Hormones: Master Regulators of the Endocrine System","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"90928b6d-74c1-4cec-95c5-64150cad7264","Renal Anatomy and Physiology","2","Medical Physiology II","Physiology","Year 2: Physiology"
"5e19ea0f-20ee-4f13-8f7e-9e89e62923db","Trichomonas Vaginalis: Understanding Trichomoniasis, Symptoms, Diagnosis, and Treatment","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"023a127b-c788-4088-9a20-69fe23d6cd45","Streptococcus pneumoniae: Characteristics, Pathogenesis, and Management","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"363b71ff-dd94-4602-bce7-6519126cf062","Malaria","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"93f71922-610f-4899-a9d3-a6643361fd11","LECTURE 2B: Signal Transduction and Second Messengers","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"cf4f3a07-4a95-4ae8-bc83-d3ee02fdc561","Molecular Biology","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"ebcf6e07-6d70-45b1-ab92-292b939443f6","Clinical Significance Of Bacterial Anatomy","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"bf8e3d33-733b-4890-899b-ec1b7f015986","Gastric Acid Secretion and Thyroid Disorders","2","Medical Physiology II","GIT Physiology","Year 2: GIT Physiology"
"0e9ec9e8-c5ed-47fd-afc7-05f459b73b03","Steroid and Sex Hormones","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"3572b1ca-e381-40eb-802a-c9d8cb0e3c16","Medical Bacteriology and Entomology Exam 2020/2021 MCQs","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"36e5eb2c-c6cc-4730-940d-5083bb380ac7","Microbial Metabolism, Structure, and Therapeutics","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"ca7a9dd0-afd7-42c5-90bd-46db83f76135","Molecular Biology,Molecular Genetics & Microbial-Biochemistry MCQs","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"c18d0640-c63c-4078-8b87-9b6270794275","Medical Entomology Past Paper MCQs","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"7eade0f6-d406-457e-b0e9-12a2a0569653","Mbmm3311 – Medical Bacteriology","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
